image_name,comment_number,comment
102575576.jpg, 1, A bride and groom are standing in front of their wedding cake at their reception .
102575576.jpg, 2, A bride and groom smile as they view their wedding cake at the reception .
102575576.jpg, 3, A couple stands behind their wedding cake .
102575576.jpg, 4, Man and woman cutting wedding cake .
102617084.jpg, 0, Five snowmobile riders all wearing helmets and goggles line up in a snowy clearing in a forest in front of their snowmobiles ; they are all wearing black snow pants and from left to right they are wearing a black coat 
102617084.jpg, 1, Five people wearing winter jackets and helmets stand in the snow 
102617084.jpg, 2, Five people wearing winter clothing 
102617084.jpg, 3, A group of snowmobile riders gather in the snow .
102617084.jpg, 4, Group gathered to go snowmobiling .
1026685415.jpg, 0, A black dog carries a green toy in his mouth as he walks through the grass .
1026685415.jpg, 1, A wet black dog is carrying a green toy through the grass .
1026685415.jpg, 2, A black dog carrying something through the grass .
1026685415.jpg, 3, A dog in grass with a blue item in his mouth .
1026685415.jpg, 4, A black dog has a blue toy in its mouth .
1026792563.jpg, 0, A group of woman and children are standing or sitting in front of rows of vegetables .
1026792563.jpg, 1, A group of women are trying to sell their vegetable harvest .
1026792563.jpg, 2, People lay out vegetables on blankets at a street market .
1026792563.jpg, 3, Villagers selling their crops at the market .
1026792563.jpg, 4, These are some very large onions .
1027149103.jpg, 0, A band is playing in front of an audience and the singer is wearing an orange shirt and has tattoos on his arm .
1027149103.jpg, 1, In a crowded concert a man in white is approaching the main singer who is wearing a yellow shirt .
1027149103.jpg, 2, A man wearing a yellow t-shirt is shouting into a microphone while an audience is listening .
1027149103.jpg, 3, A man in an orange shirt sings for the crowd below a sign that says Lucky 13 .
1027149103.jpg, 4, A punk rocker screaming on stage at concert .
1027211271.jpg, 0, A young woman with short blond-hair wearing jeans and a striped long-sleeved sweater jumping in midair on a skateboard with trees in the background .
1027211271.jpg, 1, A young man is in midair while skateboarding at a skate park with people watching him in the background .
1027211271.jpg, 2, This person is performing a trick in skateboarding competition 
1027211271.jpg, 3, A boy jumps on his skateboard while a crowd watches
1027211271.jpg, 4, Someone skateboarding at a skate park .
1028205764.jpg, 0, A man and a little boy in blue life jackets are rowing a yellow canoe .
1028205764.jpg, 1, A man and a baby are in a yellow kayak on water .
1028205764.jpg, 2, A man and child kayak through gentle waters .
1028205764.jpg, 3, A man and young boy ride in a yellow kayak .
1028205764.jpg, 4, Man and child in yellow kayak
102851549.jpg, 0, A little boy looks at the camera while a woman behind him seems to be laughing very hard and the woman on the right has a big smile on her face .
102851549.jpg, 1, Three people on a porch 
102851549.jpg, 2, A woman in a dark dress smiles while a woman across from her and a child sit in chairs .
102851549.jpg, 3, Two people are sitting on a bench 
102851549.jpg, 4, Two women 
102860573.jpg, 0, A construction site on a street with three men working .
102860573.jpg, 1, Two men wearing hard hats are in a construction area .
102860573.jpg, 2, Two men in orange vests work in road construction .
102860573.jpg, 3, Construction workers installing a light post .
102860573.jpg, 4, Workers in orange vests work in a street .
10287332.jpg, 0, Two men sitting on the roof of a house while another one stands on a ladder .
10287332.jpg, 1, Two men on a rooftop while another man stands atop a ladder watching them
10287332.jpg, 2, Three men 
10287332.jpg, 3, People are fixing the roof of a house .
10287332.jpg, 4, Three men are working on a roof .
1028982826.jpg, 0, Two men 
1028982826.jpg, 1, A man in a yellow shirt 
1028982826.jpg, 2, Two men sitting on a bench talking 
1028982826.jpg, 3, Two men sitting on a bench in front of a sign with a picture of man and a lady .
1028982826.jpg, 4, 2 men are sitting at a bench outside the airport in front of a billboard .
1029450589.jpg, 0, An adult wearing a gray shirt with red sleeves sleeping on a couch .
1029450589.jpg, 1, A woman in black pants napping on the couch .
1029450589.jpg, 2, A man sleeping in a green room on a couch .
1029450589.jpg, 3, The young woman is sleeping in her room .
1029450589.jpg, 4, A long-haired man sleeping on a couch
1029737941.jpg, 0, Boy in brown shirt with headphones on sits on woman 's shoulders in a crowd .
1029737941.jpg, 1, A kid wearing headphones sits on his mom 's shoulders while in a crowd .
1029737941.jpg, 2, A boy with headphones on sitting on top of a woman 's shoulders .
1029737941.jpg, 3, A child with headphones riding on his mother 's shoulders .
1029737941.jpg, 4, A boy wearing headphones sits on a woman 's shoulders .
1029802110.jpg, 0, During a gay pride parade in an Asian city 
1029802110.jpg, 1, A group of youths march down the street waving flags showing the color spectrum .
1029802110.jpg, 2, Oriental people with rainbow flags walking down a city street .
1029802110.jpg, 3, A group of people walk down the street waving rainbow flags .
1029802110.jpg, 4, People are outside waving flags .
102998070.jpg, 0, A young man in a blue sweater cleaning fish while three other men watch 
102998070.jpg, 1, Three older men stare into the pan of a street vendor who is cooking fish .
102998070.jpg, 2, Three old men are watching another man prepare fish .
102998070.jpg, 3, A fish sellers stock is looked upon by two old men .
102998070.jpg, 4, Three men watch as fish is being prepared .
1030041880.jpg, 0, Woman in a green dress with a white top and red-hair singing in a room with a blue roof while band equipment is being prepared .
1030041880.jpg, 1, A red-haired woman in a white top and green and white skirt is singing into a microphone .
1030041880.jpg, 2, A woman in a white tank top with a green flowing skirt 
1030041880.jpg, 3, A woman in a green skirt and white tank top singing into a microphone .
1030041880.jpg, 4, A girl in a green skirt is singing Karaoke .
103031977.jpg, 0, Four college-aged individuals - two males and two females - sitting on the concrete steps outside of a brick building
103031977.jpg, 1, Two guys and two girls sitting on the stairs outside of a building .
103031977.jpg, 2, Four people sit on the steps of the entrance to a building .
103031977.jpg, 3, two men and two women sitting on steps outdoors .
103031977.jpg, 4, Multiple students sitting on stairs at a school .
1030985833.jpg, 0, The Chocolate Lab jumps too late to get the toy as the Black Lab captures it in the driveway .
1030985833.jpg, 1, A brown and black lab are outside and the black lab is catching a toy in its mouth .
1030985833.jpg, 2, A black dog and a brown dog play with a red toy on a courtyard .
1030985833.jpg, 3, A black dog and a brown dog are jumping up to catch a red toy .
1030985833.jpg, 4, Black dog snaps at red and black object as brown dog lunges .
103106960.jpg, 0, A young male kneeling in front of a hockey goal with a hockey stick in his right hand .
103106960.jpg, 1, A child in a red jacket playing street hockey guarding a goal .
103106960.jpg, 2, Hockey goalie boy in red jacket crouches by goal 
103106960.jpg, 3, A boy with a stick kneeling in front of a goalie net
103106960.jpg, 4, A young kid playing the goalie in a hockey rink .
103195344.jpg, 0, The man with the backpack is sitting in a buildings courtyard in front of an art sculpture reading .
103195344.jpg, 1, A man in black is sitting next to a modern art structure in front of a glass building .
103195344.jpg, 2, A man sits and reads a newspaper by a sculpture outside of an office building .
103195344.jpg, 3, A man sitting in front of a metal sculpture in front of a building .
103195344.jpg, 4, a man sits near a large statue .
1031973097.jpg, 0, A toddler in a blue shirt with red shorts and hat looks out from behind a fenced in area of a brick patio .
1031973097.jpg, 1, A young child wearing a blue shirt and red hat grabs onto black bars in front of him .
1031973097.jpg, 2, The little boy looks like he is saying 
1031973097.jpg, 3, Toddler boy in a red hat holding on to some railings .
1031973097.jpg, 4, Little boy wanting to play outside of fence .
103205630.jpg, 0, Two men 
103205630.jpg, 1, Two men are about to enter an ice fishing tent on a snow covered lake .
103205630.jpg, 2, Two people standing outside a blue tent structure on a snowy surface .
103205630.jpg, 3, two men setting up a blue ice fishing hut on an iced over lake
103205630.jpg, 4, A tent is being set up on the ice .
1032122270.jpg, 0, Three dogs are standing in the grass and a person is sitting next to them
1032122270.jpg, 1, Three dogs stand in a grassy field while a person kneels nearby .
1032122270.jpg, 2, Three dogs are playing on grassy hill with a blue sky .
1032122270.jpg, 3, A woman crouches near three dogs in a field .
1032122270.jpg, 4, Three dogs on a grassy hill
1032460886.jpg, 0, There is a skyscraper in the distance with a man walking in front of the camera .
1032460886.jpg, 1, Behind the man in a red shirt stands a large skyscraper .
1032460886.jpg, 2, A man stands in front of a very tall building .
1032460886.jpg, 3, a man is standing in front of a skyscraper
1032460886.jpg, 4, A man stands in front of a skyscraper .
103306033.jpg, 0, A woman wearing a brown dress with a matching turban is pushing a toddler through a park in his stroller .
103306033.jpg, 1, Woman dressed in brown African attire pushing a toddler in a stroller .
103306033.jpg, 2, A woman is walking her baby with a stroller at the local park .
103306033.jpg, 3, The lady is pushing a child in a stroller .
103306033.jpg, 4, A woman pushes her baby in a stroller .
103328091.jpg, 0, A Asian male wearing a red shirt is sitting next to a grocery stand selling fruits .
103328091.jpg, 1, man in red shirt is sitting next to fruit that is for sale .
103328091.jpg, 2, A man in a red shirt is sitting by fruit for sale .
103328091.jpg, 3, A man in a red shirt sits next to a fruit stand .
103328091.jpg, 4, An oriental man selling produce .
1033767085.jpg, 0, a young child with a Band-Aid on his head sits eating at a small white table with a little girl eating off a yellow plate .
1033767085.jpg, 1, A young blond-haired boy and a dark-haired girl are eating at a kid 's table .
1033767085.jpg, 2, Two children are sitting at a table eating food .
1033767085.jpg, 3, Two children eating at a small table .
1033767085.jpg, 4, Two children eating food .
